text,label
kalitesiz ürünün kesimi çok kötü yanlar kabarıyor i̇le yaramaz bir ürün,0
kablo 1 metre ürün hızlı ve sorunsuz ulaştı ben 2 metre kablo görmüştüm akrabada ondan beğendim aldım kablodada kullanıyorum ancak gelen 1 metre kabloluydu neyse sağlık olsun,2
beş yıldız hızlı kargo ve bu kitap için en uygun fiyat hepsiburadadaydı,2
çok iyi hızlı kargo yanlış paketlemeye özen yok,2
tavsiye etmiyorum saati kalitesiz gösteriyor ekran ile koruyucu arasında boşluk var gibi,0
bu fiyata super iki günde elime geçti kızım bayıldı elbiseye resimde görüldüğü gibi aynısı geliyor saten kumaş üzerine tülü var tül biraz daha uzun çok şık duruyor bu fiyata daha iyisi olamazdı,2
gayet iyi omuriliğimin rahatsız olduğunu öğrenince belim için yastık araştşırdım ilk olarak bu ürünü denemek istedim açıkcası beklentim çok deildi ancak fazlasıyla rahat,2
bir yıldız çok kötü resimde göründüğü gibi değil kurduk emaneten ayakta duruyor,0
bir yıldız ürün tam bir çöp sakın para vermeyin bu kardeşinizden söylemesi,0
bir yıldız şarj alırken kesiyor sesi şarjı çok az gidiyor powerbank ile şarj olmuyor,0
fan devir saati notbook fanlarının devir saatini bozma riski var gibi duruyor çünkü farklı devirde çalışan bir pervaneye siz farklı bir devir uygularsanız o fan bozulur veya aşırı ses yaparak çalışır bu ürünü üretenler bunu düşünmemiş mi acaba ben ürünü kullanmadım ama yapılan yorumlarda beni destekleyen biçimde olduğu için ve zaten fan ve devir saati çalışma prensibini bildiğim için almazdım acaba konu ile bilgili yetkili biri varsa bizi aydınlatırsa seviniriz belkide biz yanlış biliyoruzdur sonuçta kimsenin ürününü kötülemek istemem saygılar,0
harika emici kanatlar çıktı çıkalı çok mutluyuz bebeğim rahat dolayısıyla biz rahat tşkler prima,2
beş yıldız hizli ileti cok iyi,2
üç yıldız uzaktan kumandası sadece bir sefer çalıştı birdaha çalışmadı,1
kiymetlimin rahatligi sevgili oglum premature olarak dunyaya geldi hani derler ya pamuklara sarip sarmalarim diye iste ben onu sadece lafta birakmadim icraata da doktum bu surecte oglumun her yonden rahat etmesini saglamam gerekiyordu bende ise prima kullanarak basladim ve seruvenimize kulot bezle devam ediyoruz sizdirma yok rahatsizlik hissi yok pisik yok yerinde duramayan minigim de oynarken rahatsizlik hissi de yok oyleyse aranilan ozelliklerin hepsi tamam bu guzel urun icin tekrardan tesekkurler prima ailesi,2
berbat normal kullanımda 2 saatte pil boşalıyor bir yıldız bile çok berbat bir pil,0
idare eder bazı müziklerde ses yankılı ve derinden geliyor bluetooth özelliği çok iyi aux kablosuyla cihazın sesi arabaya verilebiliyor mu bilmiyorum ben başaramadım farklı cihazdaki ses auxla cihaza verilebiliyor radyodan ses alındığı için çok da kaliteli bir ses olmuyor,2
uygun fiyat orta kalite i̇ş görüyor fiyatı da uygun ancak boyutu çok küçük değil ayrıca kullanım kılavuzunda şarz cihazı yazması biraz amatörce,1
dört yıldız daha ferahlatici etkisiyle doğal göürün ve saç hacimledirici iyi bir ürün,2
oyuncu lar için tam ewerest set ama daha ucuza kalitelisini alına bilir,2
çok kötü bir ürün sokak köpekleri için almıştım 1 tane yiyen köpek veya kediye rastlamadım,0
dikkatli kullanmak lazım ürün işlevini çok iyi yerine getiriyor tarama yaparken tüylerin topaklanma yaptığı yerlere dikkat edin çıkış yönünde tarayın tarağın bıçağını çok dik tutmayın derisini çizip canını yakabilir en güzeli tüyleri önce nemlendirip sonra taramak nemlendirme yapmayacaksanız talk pudrası da kullanabilirsiniz,2
üç yıldız içinden fatura çıkmadı başka sorun yok,1
yumuşaklık veriyor cilde verdiği yumuşaklığı pamuk bile vermiyor o derece mükemmel bir ürün olmuş,2
üç yıldız fiyatına göre gayet güzel,1
i̇ki yıldız cihaz eşleştirmede sıkıntı yaşadım sürekli bağlantı koptu android uygulaması çok vasat,0
gayet iyi özellikle temizligi cok basit hafif ve şık guzel bir cihaz,0
beş yıldız siparişi verdim ertesi gun elime ulaştı çok memnunum şu anda şarjı 3 gün gidiyor şaşılacak şekilde fiyat olarakta bu özelliklere ve kaliteye gore gayet uygun,2
bir yıldız ürün açıklamadaki gibi değil çok kötü,0
çok güzel bir ürün herkese tavsiye ederim ürün cok güzel kaliteli oğluma aldım görünce cok sevindi çocukların yüzünde oluşturduğu sevince değer diye düşünüyorum yalnız kargo beni şaşırttı ürün 4 günde elime ulaştı bence uzun bir süre doğum günü falan olsaydı rezil olacaktım,2
ürün güzel rüzgarı arkasına alırsa açık havada 100 metre çekiyor ürün kaliteli güzel ptt kargo yavaş,2
üç yıldız ehhh işte,1
beş yıldız çok mükemmel bir şey ya imrendiğim işleri 5 dk da hazır ya böle bir şey olamaz süper ötesü,2
kamp için ideal emsallerine göre alçak kamp sandalyesi ile rahat oturulup yemek yenilebilir ayak sistemi ile kapanınca yer kaplamıyor kargo için daha özenli paketlenebilirdi özellikle köşelere birer karton parçası bile koysalalar daha iyi olurdu çok stabil değil biraz oynuyor ama bu da normal paketi açtığımda üst tablasında defolar vardı yan bant da çok özenli değil ve birleşim yerleri göze hoş görünmüyor tüm bunlara rağmen kamp için ideal 2 kişilik biraz alçak bir masa araç bagajına rahat sığar ve az yer kaplar,1
kaba özellikle kaşıkları çok kaba,2
üç yıldız ürün bende ilk bebekler için olan özel deterjanlardanmış algısı yarattı ne kadar doğal içeriği bilmiyorum ama sabunların uzun sürede suda çözünmeme durumunda kıyafetlere bir etkisi için ayrıca kullanmak gerekir,1
süperrr daha iyisini daha ucuza bulamassınız kullanışlı bir alet spot salonlarına para harcamaktansa süper bir ürün tavsiye ediyorum evde kendi fitnıss salanunuzu kurun,2
çok başarılı özenli ve düzgün paketlenmişti ürünse göründüğü gibi ve kaliteli kargoda hızlıydı teşekkürler,2
dört yıldız sorunsuz geldi,2
kullanışlı değil işe yaramıyor merak edip almıştım hiç kullanışlı bir şey değilmiş fondöten için de kapatıcı için de denedim ürünü cilde yedirmiyor ve eşit dağıtmıyor iz iz yüzümde kaldı fondötenim lanet olsun dedim attım beauty blender a devam makyaj süngeri candır,0
dört yıldız güzell,2
çok ince resimde göründüğü kadar kalın değil çok ince ama şık özel bir gün için sipariş verecekseniz en az 5 6 gün önceden verin bana 4 günde ulaştı,2
on numara beş yıldız verdiğim parayı fazlasıyla hakediyor cok kaliteli canta yapmışlar bebek arabası bebek cantasından sonra sırt cantamızda yoyko oldu tabiki hiç düşünmeden alın pişman olmazsınız,2
kaliteli inanılmaz kaliteli bir ürün indirimdeyken çok uygun fiyata hem renkli hem beyaz seçeneğinden aldım renkli seçeneğinden siyah ve ten çıkar die düşünüyordum beyaz ve ten çıktı siyah olsaydı daha iyiydi,2
kullanışlı ve sağlam en arkada fermuarsız geniş bir cep ortada fermuarlı notebook için ayrılan bölme önünde fermuarlı içinde şarj cihazı kalemlik mouse not defteri vs koymak için çok amaçlı cepli bir bölme onun önünde ise fermuarsız en arkadakine göre daha küçükçe bir cep daha bulunuyor toplamda 4 bölüm ve her bölümde darbeye karşı yumuşatıcı tabakalar gömülü notebook bölümü tabanında ekstradan destekleyici taban var gayet kaliteli ve kullanışlı tavsiye ederim,1
dört yıldız kaliteli ürün hızlı kargolama,2
çok kullanışlı çocuğumda pişik yapmadı kaliteli lastikleri sıkıstırıp çocuğumda rahatsızlık vermedi tavsiye ederim,2
berbat 1 yıldız bile fazla ömrü hayatımda bu kadar iğrenç bi bebek bezi görmedim şuan oğlum uyuyor ve üstü başı sirilsiklam olmuş uyandiriamiyorum da bu kadar mı rezil bir bez olur prima kullanıyordum bu zaman a kadar deneyeyim dedim denemez olaydım verilen paraya yazık uzak durun derim,0
üç yıldız ürün csr8510 a10 çipini kullanıyor playstation gamepad i bağlamak için alacaklar dikkat etsin scptoolkit ile çalışmıyor scp driver package eski sürüm olan ile sorunsuz çalışıyor fakat öncelikle zadig programı ile bluetooth a generic sürücü atamanız gerek bunun dışında veri aktarım hızı fena değil kopma çekim kuvveti azalma gibi sorunlar olmuyor fiyatı daha uygun olabilirdi,1
bir yıldız ürün gerçekten çok kötü arkadaşlar kenarlarının yapışkanı çok kötü ve tam yapışmıyor baloncuk kalıyor ekran desen inanılmaz leke ve parmak izi kalıyor ne kadar kötü olabilir ki ucuzken alim demiştim ama kesinlikle uzak durun gidin telefoncularda var 10 liraya en azından baloncuk kalmaz zaten bundan kötü olamaz,0
üç yıldız en sonunda 2 musluğum da geldi,1
üç yıldız tavsi̇ye ederi̇m,1
tavsiye ölçümler ve ölçüm arası geçişler başarılı kullanımı pratik bir ürün,2
bir yıldız ürün wert marka değil ve kalitesiz,0
fiyat uygun kurulum zor ürünü kampayalı fiyatı ile aldım fiyat uygundu yalnız kurulum kolay değildi kurulum yerleri delikler tam olarak delinmemişti tecrübesiz birinin kurması zor delik yerlerinin tam olarak hepsinin delik olması bu tip ürünler için büyük önem taşıyor ayrıca bazı yerleride kırık ve darbeliydi,0
i̇dare eder i̇dare eder tanınmış büyük markalardan beklediğinizi bulamazsınız ama günlük kullanım için idare eder,1
dört yıldız ürün kullanışlı amatorler için birebir malzemeleri sağlam ihtiyacımı fazlasıyla gördü,2
çok kötü kitabı çok büyük hevele aldım fakar umduğumu bulamadım konu geçişleri olay örgüleri çok saçma uzun mektupları okurken yoruldum çok abartılı ve çok uzun cümleler hayretle kitabı bitirmeye çalışmaya çalıştım çünkü bu kadar popiler olmasını anlayamadım,0
beş yıldız bu ürünü aldıktan sonra başka deterjan tanımadım yağlar yık oldu gitti,2
dört yıldız üzerinde yazan 1 yaş ve üzeri için biraz küçük ama çok kullanışlı,2
güzel ürün güzel ve kaliteli piyasadan ucuza fiyatta ve tam zamanında teslimat,2
iş görür ürün iş görür tavsiye derim,1
bir seferde 10 dakikadan fazla kullanmayın ürün işe yarıyor kan dolaşımını hızlandırdığını kesinlikle anlıyorsunuz gereğinden fazla kullanırsanız cildinizi rahatsız ediyor bir seferde 10 dk fazla kullanmayın cihaz defalarca fazla kullanıldığında yüksek sesle çalışmaya başlıyor kısacası arızalanıyor kullanmanızı tavsiye ederim saygılar,2
giriş seviyesi arkadaşıma aldık bu modeli çok memnun öyle ahım şahım bir şey değil ancak androide giriş için çok iyi samsung kalitesi yeter zaten,2
beş yıldız çok i̇yi̇,2
mükemmel mükemmel bir ürün düşünmeden alın teşekkürler,2
beş yıldız ürün harika gece ve gündüz kullanımı için çok iyi koku hapsetme özelliği her kadını kurtarıcıve ferahlatıcı yönü olmuş her zaman kullanacağım marka,2
super güzel ürün bem beyaz oldu perdeler thanks,2
dört yıldız kedimiz ürünü sevdi,2
üç yıldız hiç hoşuma gitmedi hemen tikaniyo,1
bebek bezlerim harika çok iyi değer parasını hak ediyor severek kullaniyorum,2
dört yıldız çok güzel ve sağlam görünen bir ürün teşekkürler,2
android isteyenlerin uygun fiyatlı çözüm telefonun beyaz modelini 3 ay önce aldım yanında class 6 hafıza kartıda almıştım telefonun kilit özelliği android market olması bu sayede telefonla yapamayacağınız iş kalmıyor i̇ster multimedia ister iş ister sosyal ağlar olsun bir çok uygulamayı rahatlıkla bulabileceksiniz tek kötü yanı olan batarya süresi eğer veri ağını kapatırsanız şarjı 3 gün dayanıyor internet bağlantısı 7 2mbit olması ayrı bir avantaj telefon ele tamamen oturuyor ve düşürme derdinizde olmuyor,0
beş yıldız çocuğumuzun diş fırçalama alışkanlığı kazanmasına büyük katkısı olan daha önce dondurma aromalısını kullandığımız ve memnun kaldığımız splat kalitesi sapasağlam yapılmış bir paket ile hızla kargoya verilerek tarafıma ulaştırıldı teşekkürler,2
i̇şe yaramaz kesi̇nli̇kle tavsi̇ye edi̇lecek bi̇r ürün deği̇l birakin araba kaputunu buzdolabinda bi̇le i̇şe yaramadi kutunun i̇çi̇nde gelen si̇li̇kon çok kali̇tesi̇z olduğu i̇çi̇n dişardan si̇li̇kon alip denedi̇m yi̇ne sonuç vermedi̇ yaklaşik 10 15 denemede buzdolabindaki̇ bi̇r ezi̇k çekme aparatinin baskisi yüzünden 3 vuruk oldu az yada çok si̇li̇kon kullanmak az yada çok bekletmek falan hi̇ç bi̇r i̇şe yaramiyor,0
beş yıldız saçlarım kendimi bildim bileli problemli bir yapıya sahip sporcu olduğum içinde her antreman sonrasında uzun uzadıya bakım yapmak saç maskeleri veya kremlerine zaman harcamak benim için zor oluyordu bu problemimi pantane sayesinde çözdüm bir şampuan ve bir saç kremi ile hem duşta zaman kaybetmiyorum hemde uzun uzadıya bakım yapmadan sağlıklı saçlara sahip oluyorum,2
güzel küçük ele tam uyyuyor en azından benim elime vericisi için üzerinde yeri var taşınması kolay oluyor sahada yaptığım çalışmalarda üzerimde kazağımda falan rahat çalıştırabildim uyuma süresi çok çabuk oluyor o uzatılan bir şey mi bilmiyorum ama bir kere tıklayınca zaten uyanıyor,2
üç yıldız cam değil normal marketlerdeki ambalaj şeklinde geldi o yüzden 3 yıldız onun dışında iyi,1
süper yaa adam king para verip alınması gerek parasız dinlemek zoruna gider insanın yollaaaa süper,2
kullanışlı ürün fena değil iş görüyor ama bunun için bu fiyata alınır mı bilemem ben indirimdeyken aldım hesaplı oldu,1
fiyatı iyi i̇lk defa başıma geliyor ama kargo süreci çok uzun sürdü yurtdışından gelse daha çabuk elime ulaşırdı ürünü ucuz olduğu ve en çok satılanları baz alarak sipariş verdim fiyat kalite kısmına gelirsek gittikçe genişleyen ekranlı telefonlar için tavsiye etmem iyi bir tutunma sağlamıyor eğer küçük bir telefon kullanıyorsanız iş görür,1
beş yıldız çok mükemmel bir ürünçok düşündüm araştırdım başka markalarda gittim geldim ama bütçeme de çok uygun süper bir ürün ben aldım 5 kez kullanandım tabiri caiz ese at gibi ürün herkese alacak olanlara tavsiye ederim başka markalara bir sürü para vermelerine hiç ama hiç gerek yok,2
normal kargom gecikmeli geldi hediye paketi de yırtık ya taşıma esnasında yada düzgün paketlenmediği için bilemiyorum onun haricinde bir problem yok,1
super oyun zaten güzel denecek birşey yok normal edition olarak aldım premium edition olarak geldi onun için ayrıca teşekkürler hızlı kargo orijinal jelatini açılmamış ürün,1
ortalama ürün yüksek performans beklemeyin evde internet ödev vs için yeterli bir ürün ancak iş için veya oyun için alacaksanız tavsiye etmem ürün yeni olsada kullanılan donanımlar şuan piyasada olmayan eski tarihli ürünler,1
cok kaliteli değil diğer bantlarla birkaç kez yapıştırabiliyordum bunda ise zor tek kullanımlık,2
bir yıldız montaj çok zor hiç bir vida birini tutmadı kalitesi berbat,0
üç yıldız iş görür,1
beş yıldız çok teşekkürler pantene prov v kızım doğduğu zaman başlayan saç ve saç derisi sıkıntılarına seninle çözüm buldum kızım 12 yaşında ve ailemizin en değerli üyesi oldun seni ailece seviyoruz herkeze tavsiye ederim,2
mükemmel şarj cihazı ile birkez doldurup defalarca şarj ediyorum 2 amper çıkışı kapasitesi yüksekliği olsun birde bu fiyata kaçırmayın derim,2
üç yıldız ürün sanki gereğinden ince gibi geldi bana keşke biraz daha kalın olsaydı sonuçta kamp amaçlı satılan bir ürün yinede idare eder,1
ürün kullanışlı açıkcası ben ürünü çok beğendim 1 haftadır kullanıyorum alacaklara tavsiye ederim,2
makul fiyatıyla değerlendirilirse iş görür ve makul bir ürün,1
güzel paketleme güzel yapılmış teslimat hızlı oldu alışverişten memnun kaldım,2
makul ben indirmde iken aldım 17 tlfiyatına göre başarılı fakat şarjı çok az ömürlü,2
üç yıldız maalesef bu urunu begenemedim koruyuculuk kalite ve rahatlik iyi degil paramin karsiligini alamadim ben,1
i̇adere eder apple kılıfları kadar kaliteli olmasada idare eder gerçek deri değil suni deri olduğu çok anlaşılıyor piyasada satılan çakma deri kılıflardan satın alıcağınıza bu ürün tercih edilebilir,1
kalite ortada gerçekten çok kaliteli ve paranın karşılığını aldığımız bir ürün prima ailesine teşekkürler,1
hayal kırıklığı ambalajı açtığımda fidandan kırılmış solmuş iki yaprak gördüm ekimi gerçekleştirmek için poşedi yırtığımda içinde kum vardı ve dağılmaya başladı çubuk meydana çıktı çubukta herhangi bir köklenme vs yoktu kendimi kandırılmş hissediyorm,0
dört yıldız ürün çok güzel kurulumu kolay,2
beş yıldız vallahi helal olsun siparişimi verdiğim tarihten itibaren hepsi burada com olsun ilgili üretici firma olsuntelefon ile veya kısa mesaajla olsun aramama gerek kalmadan bilgi verdiler teşekkürler emeği geçen herkese,2
king saç sakal traş seti king k 066 traş seti güzel kullanışlı ihtiyacı gideren ve kaliteli bir ürün fiyatı kalitesine göre çok çok ucuz pratik kullanışlı kolay takılıp sökülen parçalar kullanımı daha da zevkli hale getiriyor,2
i̇çim rahat birçok markanın bezini denedik ancak prima kadar rahat ve emici olanini bulamadık pişik yok çiş yok,2
beş yıldız çok amaçlı güzel bir alet kalitesi de iyi,2
i̇yi ürün hızlı teslimat anneme almıştım çok memnun kalınca kendi evime de aldım güç malzeme özellikle cam sürahi hazne kapasitesi 1 5 lt dikkate alındığında piyasadaki bir çok üründen üstün buzları çatır çatır kırıyor fiyat performans oranı çok iyi satıcı kargoyu hızlı yolladı ayrıca ürün hasar almayacak şekilde sarılmıştı teşekkürler,2
harika harika mükemmel yüksek devirde titreme yok çok kaliteli her mutfağa gerekli herkese tavsiye edilir,2
uzaktan kokmuyor kokusu hiç fena değil okyanus esintisi denilebilir tek eksisi kokusunun büyük bir alanı etkilememesi burnunuzu yaklaştırmadıkça kokmuyor,1
kaliteli ve uygun fiyatlı bir ürün hızlı sefkiyat,2
dört yıldız ürün kaliteli fakat ölçüsü kapıya olmadı,2
çok kötü kokuyor bu koku yüzünden artık kullanmak istemiyorum çok kötü kimyasal kokuyor,0
üç yıldız daha önce alkolsüz gargara kullandığım için ilk başta çok ağır geldi i̇laç kokusu gibi bir kokusu var ve ağızda bıraktığı tat zor geçiyor ama verdiği temizlik hissi güzel diyebilirim,1
pratik ve şık gayet güzel pratik ve şık kesinlikle tavsiye olunur,2
4 yıldız ürünün aydınlatması yeterli seviyede ne çok karanlık ne çok aydınlık i̇htiyacı karşılıyor açma kapama düğmesi de olsaydı çok hoş olurdu,2
iyi ürün kuruya dönük normal ciltler için güzel ama yağlı ciltlerde parlama yapıyor beyaz iz bırakmadığı ve yapış yapış olmadığı doğru,1
almayın bence berbat bir ürün aşırı sıvı şeklinde ve koyu bir renk vermiyor bundan önceki aldığım marka da golden roseydi ve oda kötüydü artık golden rose den eyleyner felan almam,0
vasat ürün vasat ürün diğer ürünlere göre ince kaldı çok dayanıklı olduğunu düşünemiyorum,0
bekledigimden iyi ürün elime 2 günde ulastı bu fiyata beklentimin cok uzerinde bi telefon alan pişman olmaz bence mükemmel bir cözünürlük ve dokunmatik ekranı var hızıda oldukca ii,2
biraz beden küçük bedeni biraz küçük ancak iş görür büyük beden alabilirsiniz kendinize benim boy 183 large aldım ama küçük geldi xl yoktu,1
bir yıldız hemen kaçın berbat,0
beş yıldız süper kalite hızlı gönderim kesinlikle tavsiye ederim,2
gurultulu ama basarili basit ve hafif malzemeden yapilmis olmasi tasima kolayligi sagliyor basitlik hissiyati olmasina ragmen performansi basarili kargodan geldiginde kapama klipsi kirik cikti ucuz oldugu icin geri gonderme iskencesine girmedim bakalim kac ay dayanacak ama ilk izlenim bu fiyata bu kadari cok bile,0
beş yıldız ürün harika şarz bakimindan ses bakimindan kullanis bakimindan tam bir fiyat performans ürünü alıcak olanlara tavsiye ederim,2
üç yıldız bel desteği yastıklarda tam konforu almak için çalışma sandalyenizin de buna uygun olması şart benim sandalyem bel oyması olmayan düz bir yapıda olduğu için bel yastığı beli tam kavrayacak şekilde durmuyor yastığın visco yapısı gayet güzel fakat sandalyeyi kavrayan lastik bölümü daha kaliteli olabilirdi,1
üç yıldız hızlı gonderim super daha önce başka yerden aldığım ürüne göre bir tık düşük ayakları çok esnek sert plastikten yada metal olması gerekiyordu,1
memnunum aylık paketlerden iki uc tane aliyorum iki üç ay rahat ediyorum hem hizli teslimat hem taşıma derdi yok kapinda hazir yanliz ufak amabizi mutlu eden hediyelerimiz yoktu,2
dört yıldız ani yapılan baskınlara karşı kısa sürede erki edecek bir ürün olmuş tebrikler,2
üç yıldız sürekli kullanım için uygun değil bunu sadece arada farklılık olsun diye aldım uzun ömürlü birşey değil fiyatına göre normal,1
çok kötü hiç tavsiye etmem çok sızdırıyor ve çok nemli oluyor pijamasi bile acayip nemleniyor sabah her uyandigimizda çocuğumun altı zibini ıslak haliyle yatakta,0
fena değil arabada aldıgınız ürünü nereye sokacağınızı benim gibi 1 hafta düsünürsünüz ve bulamazsınız ürün kalitesinde bir sıkıntı yok sıkıntı kabloda konsola yerleştireceğiniz bir cıkıntının olmaması,1
bir yıldız o kadar berbat bir ürünkü asla ama asla almayın,0
güzel ürün kaliteli ve güzel i̇ş görür jet kargo için hepsiburada ya teşekkürler,2
prima efsanesi hiç su sızdırmıyor ve kuru tutuyor çok kaliteli herkese tavsiye ederim herkese primalı günler hatta yıllar diliyorum,2
bir yıldız 100 pamuk falan değil resmen plastik kötü bir dokusu var yatağın da altına girmiyor yanlarında kalıyor,0
beş yıldız kaliteli ürün için teşekkürler,2
bir yıldız bi̇lmi̇yorum ben beğenmedi̇m hi̇ç etki̇si̇ni̇ göremedi̇m,0
harikaaaa çok kullanışlı ve rahat bir bez bebeğimin rahatı ve huzurlu olması çok önemli bu yüzden prima yı tercih ediyor ve kullanıyorum i̇yi ki varsın prima teşekkürler,2
beş yıldız hepsiburada da yorum yapan kişilere teşekkürler gerçekten güzel bir ürün inceliği beni ilk elime alışta korkutsa da ağır ve baya sıcak tutuyor,2
satın almayın ürüne kötükargo kötükalite kötü,0
bir yıldız karışık renkli gönderilcek diyip tek renk beyaz gönderildi ve çok ince içine kek hamurunu koyunca yırtılırmı acaba diye düşündüm,0
gerçekten üst seviye bu tarz uzakdoğu menşeili ürünler biliyorsunuz hep dandik oluyor 3 5 tane alıp kullanmaya bile gerek görmediğim benzerleri evde bekliyor bu ürün muadillerden çok farklı x cihazımla kullanıyorum kablosuz performansı kusursuz isınma dahi olmuyor dahili kablo güzel bir detay diğer micro usb cihazlar için kablo aramak zorunda kalmıyorsun ayrıca değişebilir başlıkla apple ürünlere uyumluluk sağlayabilmek bu ürünü alternatifsiz yapıyor benim nazarımda üzerinde bir buton var bir dijital ekran ekran hangi çıkışın çalıştığını gösteriyor kablosuz kullanmak için ili kere basarak aktif ediyorsunuz malzeme kalitesi üst seviye piyasa da bulunabilirken bir tane daha alıp kenara armayı düşünmüyor değilim i̇yi fiyat yakalamayı bekliyorum,2
mükemmel koku ürün çok güzel kokuyor rahatsız edici değil suratsız kargocu dışında sıkıntı olan bişey yok,2
orta halli üst yüzeyi veboyutu falan gayet güzel tatmin edici fakat zemine yapışan dümdüz duran bir yapıda değil bu durum biraz canımı sıkmadı değil bundan önce kullandığım dümdüz duruyordu bunun mesela köşeye doğru kısımlar havada kalıyor önceden test etme fırsatım olsaydı bunu değilde başka bir şey alırdım fakat bu haliyle de kullanılır,1
plastiği çok kötü plastiği il kullanımda ortan ikiye kırıldı hiç hoş birşey değil verdiğim para boşuna gitti,0
bir yıldız gelen ürün 1 m2 elek tülü iade prosedürünün zorluğundan faydalanıyorlar tavsiye etmem,0
kesinlikle kaçırmayın arkadaşlar resmi 5 plus ile s2 arasında kalıp s2 almaya karar verdim iykide öyle yapmışım kameralar gayet başarılı batarya ömrü bir günü çok rahat çıkarıyor arka dizayn gayet başarılıbu fiyata kaçmaz,2
fena değil görüldüğü gibi değil gıcır gıcır ses çıkarıyor,1
kotu jblgo hoparlor aldımmüzik dinlemedigimiz zaman yarim saat içinde kendini kapatiyor şarj dolarken yine kapatiyor kotu ve bu normalmi,1
bu fiyat için oldukça yeterli bir ürün fiyatının tam karşılığını veren bi ürün daha iyisi bu fiyata olamazdı diye düşünüyorum yaklaşık bir yıldır kullanıyorum telefonu bu zamana kadar sıkıntı yaşamamıştım yalnız hassas bir telefon birkça damla bile olsa sıvı temas edince tuşlarında ağırlaşma oldu onun dışında bir problem yok dikkatli kullanın,2
bir yıldız kemer kilitleme tırnağı çok zayıf en ufak dokunmada kendiliğinden açılıyor,0
anlatımı kötü anlatımı kısa ve yeterli değil bazı sorular da sorunlu,0
bir yıldız urunun uzerinde cizikler vardi siyah oldugu icinde cok belli oluyordu siyah ojeyle kapattim urun hemen geldi,0
i̇ki yıldız işık inatla pembe çıkıyor,2
tohumlar çimlenmedi tohumlar çimlenmedi malesef hayal kırıklığına uğradım,0
beş yıldız çok iyi ses çok memnun kaldım ayrıca kargo çok hızlı geldi teşekkürler,2
rezalet verdiğim paraya acıdım 3 başlıklı olan bıçaklar sineklaydıya yakın bir traş yapılıyor ama diğer başlıkla sakal falan kesilmiyor rezil bir ürün,0
muhteşem i̇ki kızımdada 15 yıl ara olmasına rağmen prima kullandım kalitesini hiç düşürmeyen primadan çok memnunum i̇yiki varsın prima,2
ses sistemi iş görecek bir alet normal speaker lara taş çıkarırtavsiye ederim daha öncede kullandım halen kullanmaktayımiş görecek bir alet normal speaker lara taş çıkarırtavsiye ederim daha öncede kullandım halen kullanmaktayım,1
bu ürün bence iş yapar ürün bugün geldi sürat kargo biraz gecikmeli geldi kutu içeriği resimde göründüğü gibi ekstra olarak içerisinde 50mm yıldız bits uç mıknatıslı bits uç aparatı 6 tane 25mm bits uç ve 6 tane demir delme ucu çıktı ürün geldiği gibi 7 8 duvar delme işi vidalama işlemleri ve daha önce başka bir cihazla sökemedigim tork uçlu vidalar vardı darbeye aldım ve sonuç mükemmel oldu ilk denemelerimde üründen memnunum f p ürünü gibi ilk izlenimlerim kullandıkça ekstra yorumlar eklerim hb ya bu olanakları sağladığı için teşekkürler,2
yüksekten yere düşürmeyin dikkat edin yüksekten yere düşmesin i̇çi tamamemen beton kum ve çimentoyu karıştırmışlar biz elimizden düşürüdk ortadan çat diye kırıldı parasına diyecek lafım yok oda kalitesini ortaya koyuyor,1
kaliteli ürün kaliteli ve kullanışlı kendinden çocuk koruma özelliği olması da artısı tavsiye ederim,2
bir yıldız i̇ki adet aldım i̇ki kutuda dağılmış vaziyette geldi ürün üzerindeki tarih şubat 2018 üretim tarihi ise sorun yok ama son kullanma tarihi ise sorun var ürünü henüz kullanmadım,0
üç yıldız hepsindenal mağazasından sipariş verdim kutudan hiçbir bilgilendirici not çıkmadı paket içeriği ne onu da göremiyorsunuz ama benim paketimden siyah mürekkep solisyon ve 2 adet enjektör çıktı sadece eldiven vakum aparatı gibi parçalar çıkmadı bu pakette hep orjinal kartus kullanıyordum ilk kez aldım ve doldurduktan sonra yazdırdığımdasıkıntı çıkmadı bilgilendirme broşürü olsaydı çok iyi olrdu internette videolardan araştırarak yapabildim dolum yaparken mutlaka eldiven kullanmalısınız,1
bir yıldız kesinlikle hic tavsiye etmiyorum,0
çok iyi iki kişi iki saatte kurdum kaliteli ve sağlamyatarlı almaya gerek bile yokmuş oturma yeri çok genişhiç düşünmeden alına bilir,2
beğenmedim ürünü aldım sevkiyat epey geç oldu geldiğinde cihaz üzerinde çizikler ve izler vardı sanki kullanıma bağlı deformasyon gibi marka etiketi yerinden kavlamıştı çalışırken içinden hafif kıvılcımlar çıkıyordu kullanım kılavuzu yok hiçbir yönlendirme talimat ve bilgi yok bu işe sıfırdan başlayanlar için bilgilendirmeler olmalı dolayısı ile iade ettim ve 2 gün içerisinde para iademi yaptılar,0
3 yıldız ses kalitesi i̇yi ama ses seviyesi dusuk hızlı kargo paketleme guzel,1
kullanışlı değil ipi çantada çok dolaşıyor karışıyor kelimeleri alfabetik olarak sıralamış mesela ilk sayfada a harfi ile başlayan 21 kelime var bunları kitap okur gibi ezberlemenin bir anlamı yok ki ezberlenmiyor da zaten eğer ezberiniz çok iyiyse alın ezberleyin gerekli kelimeler var ama düzyazı okur gibi ben yapamıyorum,2
